RIC NAME,GMT DATE, GMT TIME ,Asia/Shanghai DATE ,Asia/Shanghai TIME ,ASK,BID,CCY1,COUPN_RATE,DSPLY_NAME,MATUR_DATE,OFFCL_CODE,YTM_ASK,YTM_BID
AMBMBRM-01M,13-Dec-2010,06:03:31,13-Dec-2010,14:03:31,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,13-Dec-2010,06:03:31,13-Dec-2010,14:03:31,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,13-Dec-2010,06:03:31,13-Dec-2010,14:03:31,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,13-Dec-2010,06:03:31,13-Dec-2010,14:03:31,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,13-Dec-2010,06:03:31,13-Dec-2010,14:03:31,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,13-Dec-2010,06:03:31,13-Dec-2010,14:03:31,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,13-Dec-2010,06:03:32,13-Dec-2010,14:03:32,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,03:14:22,14-Dec-2010,11:14:22,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,14-Dec-2010,05:32:29,14-Dec-2010,13:32:29,2.8,2.85,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,2.85
AMBMBRM-01M,15-Dec-2010,05:26:45,15-Dec-2010,13:26:45,2.8,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,3.0
AMBMBRM-01M,15-Dec-2010,05:26:45,15-Dec-2010,13:26:45,2.8,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.8,3.0
AMBMBRM-01M,15-Dec-2010,05:26:47,15-Dec-2010,13:26:47,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,15-Dec-2010,05:26:47,15-Dec-2010,13:26:47,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,16-Dec-2010,03:00:26,16-Dec-2010,11:00:26,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,17-Dec-2010,02:52:31,17-Dec-2010,10:52:31,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,17-Dec-2010,02:52:31,17-Dec-2010,10:52:31,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,17-Dec-2010,02:52:31,17-Dec-2010,10:52:31,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,17-Dec-2010,02:52:31,17-Dec-2010,10:52:31,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
AMBMBRM-01M,17-Dec-2010,02:52:31,17-Dec-2010,10:52:31,2.9,3.0,-,NaN,CNBB 0.00 14-Jan,0,CND1000034D4,2.9,3.0
