RIC NAME,GMT DATE, GMT TIME ,Asia/Shanghai DATE ,Asia/Shanghai TIME ,ASK,BID,CCY1,COUPN_RATE,DSPLY_NAME,MATUR_DATE,OFFCL_CODE,YTM_ASK,YTM_BID
AMBMBRM-01Y,26-Dec-2011,09:05:48,26-Dec-2011,17:05:48,96.7726,96.7726,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.47,3.57
AMBMBRM-01Y,26-Dec-2011,09:05:50,26-Dec-2011,17:05:50,96.7635,96.7635,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.47,3.57
AMBMBRM-01Y,27-Dec-2011,09:57:08,27-Dec-2011,17:57:08,96.7726,96.7726,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.47,3.56
AMBMBRM-01Y,27-Dec-2011,09:57:10,27-Dec-2011,17:57:10,96.7726,96.7726,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.46,3.56
AMBMBRM-01Y,27-Dec-2011,09:57:11,27-Dec-2011,17:57:11,96.7816,96.7816,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.46,3.56
AMBMBRM-01Y,29-Dec-2011,03:19:16,29-Dec-2011,11:19:16,96.7995,96.7995,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.46,3.56
AMBMBRM-01Y,30-Dec-2011,00:56:43,30-Dec-2011,08:56:43,96.8357,96.8357,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.47,3.57
AMBMBRM-01Y,30-Dec-2011,09:33:45,30-Dec-2011,17:33:45,96.8357,96.8357,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.47,3.53
AMBMBRM-01Y,30-Dec-2011,09:33:48,30-Dec-2011,17:33:48,96.8357,96.8357,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,30-Dec-2011,09:33:49,30-Dec-2011,17:33:49,96.871,96.871,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,02-Jan-2012,03:06:36,02-Jan-2012,11:06:36,96.871,96.871,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,02-Jan-2012,04:53:00,02-Jan-2012,12:53:00,96.871,96.871,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,02-Jan-2012,04:54:03,02-Jan-2012,12:54:03,96.871,96.871,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,03-Jan-2012,04:18:22,03-Jan-2012,12:18:22,96.871,96.871,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,04-Jan-2012,01:41:16,04-Jan-2012,09:41:16,96.8799,96.8799,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,04-Jan-2012,09:01:30,04-Jan-2012,17:01:30,96.8799,96.8799,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,05-Jan-2012,00:54:16,05-Jan-2012,08:54:16,96.8889,96.8889,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,05-Jan-2012,01:05:22,05-Jan-2012,09:05:22,96.8889,96.8889,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,05-Jan-2012,01:12:09,05-Jan-2012,09:12:09,96.8889,96.8889,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,05-Jan-2012,01:44:53,05-Jan-2012,09:44:53,96.8889,96.8889,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.53
AMBMBRM-01Y,06-Jan-2012,09:34:15,06-Jan-2012,17:34:15,96.9157,96.9157,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.43,3.52
AMBMBRM-01Y,06-Jan-2012,09:34:16,06-Jan-2012,17:34:16,96.9157,96.9157,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,06-Jan-2012,09:34:18,06-Jan-2012,17:34:18,96.9157,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,06-Jan-2012,09:34:19,06-Jan-2012,17:34:19,96.9244,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,09-Jan-2012,00:26:21,09-Jan-2012,08:26:21,96.9244,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,09-Jan-2012,01:14:24,09-Jan-2012,09:14:24,96.9244,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,09-Jan-2012,01:14:54,09-Jan-2012,09:14:54,96.9244,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,09-Jan-2012,02:32:37,09-Jan-2012,10:32:37,96.9244,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,09-Jan-2012,06:52:34,09-Jan-2012,14:52:34,96.9244,96.9244,RMB,0.0,CNBB 0.00 14-Dec,0,CND100004RS5,3.42,3.52
AMBMBRM-01Y,10-Jan-2012,01:48:46,10-Jan-2012,09:48:46,96.8798,96.8798,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.42,3.52
AMBMBRM-01Y,11-Jan-2012,01:42:30,11-Jan-2012,09:42:30,96.8887,96.8887,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.42,3.52
AMBMBRM-01Y,11-Jan-2012,09:47:24,11-Jan-2012,17:47:24,96.8887,96.8887,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.42,3.49
AMBMBRM-01Y,11-Jan-2012,09:47:25,11-Jan-2012,17:47:25,96.8887,96.8887,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.42,3.49
AMBMBRM-01Y,11-Jan-2012,09:47:27,11-Jan-2012,17:47:27,96.8887,96.8887,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.39,3.49
AMBMBRM-01Y,11-Jan-2012,09:47:28,11-Jan-2012,17:47:28,96.9152,96.9152,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.39,3.49
AMBMBRM-01Y,12-Jan-2012,01:06:55,12-Jan-2012,09:06:55,96.924,96.924,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.39,3.49
AMBMBRM-01Y,13-Jan-2012,01:17:31,13-Jan-2012,09:17:31,96.9592,96.9592,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.38,3.48
AMBMBRM-01Y,13-Jan-2012,08:33:54,13-Jan-2012,16:33:54,96.9592,96.9592,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.38,3.5
AMBMBRM-01Y,13-Jan-2012,08:33:55,13-Jan-2012,16:33:55,96.9592,96.9592,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,13-Jan-2012,08:33:57,13-Jan-2012,16:33:57,96.9592,96.9592,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,13-Jan-2012,08:33:58,13-Jan-2012,16:33:58,96.9418,96.9418,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,16-Jan-2012,01:58:32,16-Jan-2012,09:58:32,96.9418,96.9418,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,16-Jan-2012,02:03:58,16-Jan-2012,10:03:58,96.9418,96.9418,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,18-Jan-2012,01:15:53,18-Jan-2012,09:15:53,96.9079,96.9079,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.47,3.57
AMBMBRM-01Y,18-Jan-2012,09:49:23,18-Jan-2012,17:49:23,96.9079,96.9079,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.47,3.61
AMBMBRM-01Y,18-Jan-2012,09:49:24,18-Jan-2012,17:49:24,96.9079,96.9079,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.47,3.61
AMBMBRM-01Y,18-Jan-2012,09:49:26,18-Jan-2012,17:49:26,96.9079,96.9079,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.51,3.61
AMBMBRM-01Y,18-Jan-2012,09:49:26,18-Jan-2012,17:49:26,96.8735,96.8735,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.51,3.61
AMBMBRM-01Y,19-Jan-2012,09:13:54,19-Jan-2012,17:13:54,96.8826,96.8826,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.51,3.55
AMBMBRM-01Y,19-Jan-2012,09:13:57,19-Jan-2012,17:13:57,96.8826,96.8826,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.45,3.55
AMBMBRM-01Y,19-Jan-2012,09:13:57,19-Jan-2012,17:13:57,96.9342,96.9342,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.45,3.55
AMBMBRM-01Y,20-Jan-2012,01:16:27,20-Jan-2012,09:16:27,97.024,97.024,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.45,3.55
AMBMBRM-01Y,20-Jan-2012,08:58:30,20-Jan-2012,16:58:30,97.024,97.024,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.45,3.5
AMBMBRM-01Y,20-Jan-2012,08:58:31,20-Jan-2012,16:58:31,97.024,97.024,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.45,3.5
AMBMBRM-01Y,20-Jan-2012,08:58:32,20-Jan-2012,16:58:32,97.024,97.024,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,20-Jan-2012,08:58:34,20-Jan-2012,16:58:34,97.0658,97.0658,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,25-Jan-2012,02:38:35,25-Jan-2012,10:38:35,97.0658,97.0658,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,01:33:17,30-Jan-2012,09:33:17,97.0658,97.0658,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,01:34:22,30-Jan-2012,09:34:22,97.0658,97.0658,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,03:56:39,30-Jan-2012,11:56:39,97.0658,97.0658,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,04:01:00,30-Jan-2012,12:01:00,97.0658,97.0658,RMB,0.0,CNBB 0.00 21-Dec,0,CND100004SK0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,09:50:46,30-Jan-2012,17:50:46,99.2481,99.2481,RMB,2.75,CNBB 2.75 09-Apr,0,CND100002HS0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,09:50:47,30-Jan-2012,17:50:47,99.2481,99.2481,RMB,2.75,CNBB 2.75 09-Apr,0,CND100002HS0,3.4,3.5
AMBMBRM-01Y,30-Jan-2012,09:51:13,30-Jan-2012,17:51:13,99.2481,99.2481,RMB,2.75,CNBB 2.75 09-Apr,0,CND100002HS0,3.4,3.49
AMBMBRM-01Y,30-Jan-2012,09:51:15,30-Jan-2012,17:51:15,99.2481,99.2481,RMB,2.75,CNBB 2.75 09-Apr,0,CND100002HS0,3.4,3.49
AMBMBRM-01Y,30-Jan-2012,09:51:16,30-Jan-2012,17:51:16,99.2481,99.2481,RMB,2.75,CNBB 2.75 09-Apr,0,CND100002HS0,3.39,3.49
