RIC NAME,GMT DATE, GMT TIME ,Asia/Shanghai DATE ,Asia/Shanghai TIME ,ASK,BID
AMOISRMB01MA5AONL,21-Sep-2008,18:03:05,22-Sep-2008,02:03:05,2.8,2.5
AMOISRMB01MA5AONL,24-Sep-2008,02:10:17,24-Sep-2008,10:10:17,2.8,2.65
AMOISRMB01MA5AONL,24-Sep-2008,02:10:18,24-Sep-2008,10:10:18,2.95,2.65
AMOISRMB01MA5AONL,26-Sep-2008,07:50:58,26-Sep-2008,15:50:58,2.95,2.62
AMOISRMB01MA5AONL,26-Sep-2008,07:50:59,26-Sep-2008,15:50:59,2.92,2.62
AMOISRMB01MA5AONL,28-Sep-2008,12:46:40,28-Sep-2008,20:46:40,2.92,2.62
AMOISRMB01MA5AONL,28-Sep-2008,17:40:01,29-Sep-2008,01:40:01,2.92,2.62
AMOISRMB01MA5AONL,06-Oct-2008,02:16:51,06-Oct-2008,10:16:51,2.92,2.65
AMOISRMB01MA5AONL,06-Oct-2008,02:16:52,06-Oct-2008,10:16:52,2.95,2.65
AMOISRMB01MA5AONL,08-Oct-2008,09:56:07,08-Oct-2008,17:56:07,2.95,2.6
AMOISRMB01MA5AONL,08-Oct-2008,09:56:09,08-Oct-2008,17:56:09,2.9,2.6
AMOISRMB01MA5AONL,12-Oct-2008,18:40:37,13-Oct-2008,02:40:37,2.9,2.6
AMOISRMB01MA5AONL,14-Oct-2008,08:02:48,14-Oct-2008,16:02:48,2.9,2.55
AMOISRMB01MA5AONL,14-Oct-2008,08:02:49,14-Oct-2008,16:02:49,2.85,2.55
AMOISRMB01MA5AONL,15-Oct-2008,02:55:58,15-Oct-2008,10:55:58,2.85,2.45
AMOISRMB01MA5AONL,15-Oct-2008,02:56:00,15-Oct-2008,10:56:00,2.75,2.45
AMOISRMB01MA5AONL,15-Oct-2008,02:56:08,15-Oct-2008,10:56:08,2.75,2.35
AMOISRMB01MA5AONL,15-Oct-2008,02:56:09,15-Oct-2008,10:56:09,2.65,2.35
AMOISRMB01MA5AONL,16-Oct-2008,21:27:49,17-Oct-2008,05:27:49,2.65,2.35
AMOISRMB01MA5AONL,19-Oct-2008,16:18:40,20-Oct-2008,00:18:40,2.65,2.35
AMOISRMB01MA5AONL,20-Oct-2008,23:17:19,21-Oct-2008,07:17:19,2.65,2.35
AMOISRMB01MA5AONL,24-Oct-2008,05:59:04,24-Oct-2008,13:59:04,2.65,2.15
AMOISRMB01MA5AONL,24-Oct-2008,05:59:09,24-Oct-2008,13:59:09,2.45,2.15
AMOISRMB01MA5AONL,26-Oct-2008,16:06:23,27-Oct-2008,00:06:23,2.45,2.15
AMOISRMB01MA5AONL,26-Oct-2008,16:47:39,27-Oct-2008,00:47:39,2.45,2.15
AMOISRMB01MA5AONL,27-Oct-2008,22:50:40,28-Oct-2008,06:50:40,2.45,2.15
AMOISRMB01MA5AONL,02-Nov-2008,16:18:07,03-Nov-2008,00:18:07,2.45,2.15
AMOISRMB01MA5AONL,07-Nov-2008,06:44:22,07-Nov-2008,14:44:22,2.45,2.1
AMOISRMB01MA5AONL,07-Nov-2008,06:44:25,07-Nov-2008,14:44:25,2.4,2.1
AMOISRMB01MA5AONL,09-Nov-2008,16:17:15,10-Nov-2008,00:17:15,2.4,2.1
AMOISRMB01MA5AONL,09-Nov-2008,16:52:01,10-Nov-2008,00:52:01,2.4,2.1
AMOISRMB01MA5AONL,10-Nov-2008,02:15:23,10-Nov-2008,10:15:23,2.4,2.05
AMOISRMB01MA5AONL,10-Nov-2008,02:15:25,10-Nov-2008,10:15:25,2.35,2.05
AMOISRMB01MA5AONL,11-Nov-2008,22:59:01,12-Nov-2008,06:59:01,2.35,2.05
AMOISRMB01MA5AONL,13-Nov-2008,02:21:05,13-Nov-2008,10:21:05,2.35,2.0
AMOISRMB01MA5AONL,13-Nov-2008,02:21:08,13-Nov-2008,10:21:08,2.3,2.0
AMOISRMB01MA5AONL,13-Nov-2008,02:34:07,13-Nov-2008,10:34:07,2.3,1.95
AMOISRMB01MA5AONL,13-Nov-2008,02:34:09,13-Nov-2008,10:34:09,2.25,1.95
AMOISRMB01MA5AONL,13-Nov-2008,06:09:03,13-Nov-2008,14:09:03,2.25,1.9
AMOISRMB01MA5AONL,13-Nov-2008,06:09:04,13-Nov-2008,14:09:04,2.2,1.9
AMOISRMB01MA5AONL,13-Nov-2008,06:34:21,13-Nov-2008,14:34:21,2.2,1.88
AMOISRMB01MA5AONL,13-Nov-2008,06:34:24,13-Nov-2008,14:34:24,2.18,1.88
AMOISRMB01MA5AONL,13-Nov-2008,07:37:29,13-Nov-2008,15:37:29,2.15,1.88
AMOISRMB01MA5AONL,13-Nov-2008,07:37:31,13-Nov-2008,15:37:31,2.15,1.85
AMOISRMB01MA5AONL,16-Nov-2008,12:48:32,16-Nov-2008,20:48:32,2.15,1.85
AMOISRMB01MA5AONL,16-Nov-2008,18:32:30,17-Nov-2008,02:32:30,2.15,1.85
AMOISRMB01MA5AONL,19-Nov-2008,23:04:05,20-Nov-2008,07:04:05,2.15,1.85
AMOISRMB01MA5AONL,23-Nov-2008,20:35:04,24-Nov-2008,04:35:04,2.15,1.85
AMOISRMB01MA5AONL,26-May-2010,03:09:37,26-May-2010,11:09:37,2.0,1.65
AMOISRMB01MA5AONL,26-May-2010,03:09:38,26-May-2010,11:09:38,2.05,1.65
AMOISRMB01MA5AONL,26-May-2010,03:12:36,26-May-2010,11:12:36,2.05,1.7
AMOISRMB01MA5AONL,26-May-2010,03:12:38,26-May-2010,11:12:38,2.1,1.7
AMOISRMB01MA5AONL,30-May-2010,17:45:37,31-May-2010,01:45:37,2.1,1.7
AMOISRMB01MA5AONL,08-Jun-2010,05:38:30,08-Jun-2010,13:38:30,2.2,1.8
AMOISRMB01MA5AONL,13-Jun-2010,17:45:34,14-Jun-2010,01:45:34,2.25,1.85
AMOISRMB01MA5AONL,13-Jun-2010,18:41:28,14-Jun-2010,02:41:28,2.25,1.85
AMOISRMB01MA5AONL,20-Jun-2010,17:45:07,21-Jun-2010,01:45:07,2.25,1.85
AMOISRMB01MA5AONL,27-Jun-2010,17:44:55,28-Jun-2010,01:44:55,2.25,1.85
AMOISRMB01MA5AONL,29-Jun-2010,08:19:41,29-Jun-2010,16:19:41,2.25,1.85
AMOISRMB01MA5AONL,30-Jun-2010,06:32:30,30-Jun-2010,14:32:30,2.25,1.9
AMOISRMB01MA5AONL,30-Jun-2010,06:32:34,30-Jun-2010,14:32:34,2.3,1.9
AMOISRMB01MA5AONL,30-Jun-2010,06:33:54,30-Jun-2010,14:33:54,2.3,2.0
AMOISRMB01MA5AONL,30-Jun-2010,06:34:05,30-Jun-2010,14:34:05,2.3,2.15
AMOISRMB01MA5AONL,30-Jun-2010,06:34:13,30-Jun-2010,14:34:13,2.3,2.05
AMOISRMB01MA5AONL,30-Jun-2010,06:34:16,30-Jun-2010,14:34:16,2.15,2.05
AMOISRMB01MA5AONL,30-Jun-2010,08:17:16,30-Jun-2010,16:17:16,2.15,1.9
AMOISRMB01MA5AONL,30-Jun-2010,08:17:23,30-Jun-2010,16:17:23,2.3,1.9
AMOISRMB01MA5AONL,30-Jun-2010,08:19:42,30-Jun-2010,16:19:42,2.3,1.85
AMOISRMB01MA5AONL,30-Jun-2010,08:19:43,30-Jun-2010,16:19:43,2.25,1.85
AMOISRMB01MA5AONL,04-Jul-2010,18:01:07,05-Jul-2010,02:01:07,2.25,1.85
AMOISRMB01MA5AONL,11-Jul-2010,17:45:48,12-Jul-2010,01:45:48,2.25,1.85
AMOISRMB01MA5AONL,24-Dec-2010,13:34:13,24-Dec-2010,21:34:13,2.9,2.7
AMOISRMB01MA5AONL,28-Dec-2010,01:51:35,28-Dec-2010,09:51:35,2.9,2.7
AMOISRMB01MA5AONL,28-Dec-2010,07:49:44,28-Dec-2010,15:49:44,2.9,2.71
AMOISRMB01MA5AONL,28-Dec-2010,07:49:45,28-Dec-2010,15:49:45,2.91,2.71
AMOISRMB01MA5AONL,28-Dec-2010,07:49:46,28-Dec-2010,15:49:46,2.91,2.7
AMOISRMB01MA5AONL,28-Dec-2010,07:49:47,28-Dec-2010,15:49:47,2.9,2.7
AMOISRMB01MA5AONL,06-Jan-2011,18:01:06,07-Jan-2011,02:01:06,2.9,2.7
AMOISRMB01MA5AONL,10-Jan-2011,04:07:36,10-Jan-2011,12:07:36,2.4,2.2
AMOISRMB01MA5AONL,11-Jan-2011,01:53:08,11-Jan-2011,09:53:08,2.4,2.2
AMOISRMB01MA5AONL,12-Jan-2011,04:28:41,12-Jan-2011,12:28:41,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,05:02:15,14-Jan-2011,13:02:15,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:11:21,14-Jan-2011,15:11:21,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:11:21,14-Jan-2011,15:11:21,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:11:22,14-Jan-2011,15:11:22,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:11:22,14-Jan-2011,15:11:22,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:45:34,14-Jan-2011,15:45:34,2.4,2.21
AMOISRMB01MA5AONL,14-Jan-2011,07:45:34,14-Jan-2011,15:45:34,2.4,2.21
AMOISRMB01MA5AONL,14-Jan-2011,07:45:35,14-Jan-2011,15:45:35,2.41,2.21
AMOISRMB01MA5AONL,14-Jan-2011,07:45:35,14-Jan-2011,15:45:35,2.41,2.21
AMOISRMB01MA5AONL,14-Jan-2011,07:45:38,14-Jan-2011,15:45:38,2.41,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:45:38,14-Jan-2011,15:45:38,2.41,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:45:39,14-Jan-2011,15:45:39,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,07:45:39,14-Jan-2011,15:45:39,2.4,2.2
AMOISRMB01MA5AONL,14-Jan-2011,14:35:27,14-Jan-2011,22:35:27,2.4,2.2
AMOISRMB01MA5AONL,16-Jan-2011,22:54:38,17-Jan-2011,06:54:38,2.4,2.2
AMOISRMB01MA5AONL,17-Jan-2011,01:25:54,17-Jan-2011,09:25:54,2.4,2.2
AMOISRMB01MA5AONL,17-Jan-2011,03:25:19,17-Jan-2011,11:25:19,2.4,2.2
AMOISRMB01MA5AONL,17-Jan-2011,05:10:40,17-Jan-2011,13:10:40,2.4,2.2
AMOISRMB01MA5AONL,18-Jan-2011,02:09:38,18-Jan-2011,10:09:38,2.4,2.2
AMOISRMB01MA5AONL,18-Jan-2011,02:14:33,18-Jan-2011,10:14:33,2.4,2.2
AMOISRMB01MA5AONL,18-Jan-2011,09:10:26,18-Jan-2011,17:10:26,2.4,2.2
AMOISRMB01MA5AONL,18-Jan-2011,09:10:51,18-Jan-2011,17:10:51,2.4,2.2
AMOISRMB01MA5AONL,19-Jan-2011,09:07:44,19-Jan-2011,17:07:44,2.4,2.3
AMOISRMB01MA5AONL,19-Jan-2011,09:07:44,19-Jan-2011,17:07:44,2.4,2.3
AMOISRMB01MA5AONL,19-Jan-2011,09:07:49,19-Jan-2011,17:07:49,2.4,2.4
AMOISRMB01MA5AONL,19-Jan-2011,09:07:49,19-Jan-2011,17:07:49,2.4,2.4
AMOISRMB01MA5AONL,19-Jan-2011,09:07:50,19-Jan-2011,17:07:50,2.6,2.4
AMOISRMB01MA5AONL,19-Jan-2011,09:07:51,19-Jan-2011,17:07:51,2.6,2.4
AMOISRMB01MA5AONL,20-Jan-2011,01:37:46,20-Jan-2011,09:37:46,2.6,2.4
AMOISRMB01MA5AONL,20-Jan-2011,02:45:05,20-Jan-2011,10:45:05,2.6,2.41
AMOISRMB01MA5AONL,20-Jan-2011,02:45:06,20-Jan-2011,10:45:06,2.6,2.41
AMOISRMB01MA5AONL,20-Jan-2011,02:45:07,20-Jan-2011,10:45:07,2.61,2.41
AMOISRMB01MA5AONL,20-Jan-2011,02:45:07,20-Jan-2011,10:45:07,2.61,2.41
AMOISRMB01MA5AONL,20-Jan-2011,02:45:09,20-Jan-2011,10:45:09,2.61,2.4
AMOISRMB01MA5AONL,20-Jan-2011,02:45:10,20-Jan-2011,10:45:10,2.61,2.4
AMOISRMB01MA5AONL,20-Jan-2011,02:45:11,20-Jan-2011,10:45:11,2.6,2.4
AMOISRMB01MA5AONL,20-Jan-2011,02:45:11,20-Jan-2011,10:45:11,2.6,2.4
AMOISRMB01MA5AONL,21-Jan-2011,00:02:03,21-Jan-2011,08:02:03,5.1,4.9
AMOISRMB01MA5AONL,24-Jan-2011,03:42:40,24-Jan-2011,11:42:40,5.1,4.6
AMOISRMB01MA5AONL,24-Jan-2011,03:42:40,24-Jan-2011,11:42:40,5.1,4.6
AMOISRMB01MA5AONL,24-Jan-2011,03:42:48,24-Jan-2011,11:42:48,4.8,4.6
AMOISRMB01MA5AONL,24-Jan-2011,03:42:48,24-Jan-2011,11:42:48,4.8,4.6
AMOISRMB01MA5AONL,24-Jan-2011,09:31:05,24-Jan-2011,17:31:05,4.8,4.7
AMOISRMB01MA5AONL,24-Jan-2011,09:31:05,24-Jan-2011,17:31:05,4.8,4.7
AMOISRMB01MA5AONL,24-Jan-2011,09:31:07,24-Jan-2011,17:31:07,4.9,4.7
AMOISRMB01MA5AONL,24-Jan-2011,09:31:07,24-Jan-2011,17:31:07,4.9,4.7
AMOISRMB01MA5AONL,25-Jan-2011,02:55:47,25-Jan-2011,10:55:47,4.9,4.7
AMOISRMB01MA5AONL,25-Jan-2011,23:21:12,26-Jan-2011,07:21:12,6.7,6.5
AMOISRMB01MA5AONL,27-Jan-2011,09:04:31,27-Jan-2011,17:04:31,6.7,6.6
AMOISRMB01MA5AONL,27-Jan-2011,09:04:31,27-Jan-2011,17:04:31,6.7,6.6
AMOISRMB01MA5AONL,27-Jan-2011,09:04:36,27-Jan-2011,17:04:36,6.7,6.8
AMOISRMB01MA5AONL,27-Jan-2011,09:04:36,27-Jan-2011,17:04:36,6.7,6.8
AMOISRMB01MA5AONL,27-Jan-2011,09:04:37,27-Jan-2011,17:04:37,7.0,6.8
AMOISRMB01MA5AONL,27-Jan-2011,09:04:37,27-Jan-2011,17:04:37,7.0,6.8
AMOISRMB01MA5AONL,28-Jan-2011,01:16:51,28-Jan-2011,09:16:51,7.0,6.8
AMOISRMB01MA5AONL,28-Jan-2011,01:16:52,28-Jan-2011,09:16:52,7.0,6.8
AMOISRMB01MA5AONL,28-Jan-2011,07:11:56,28-Jan-2011,15:11:56,7.0,6.6
AMOISRMB01MA5AONL,28-Jan-2011,07:11:56,28-Jan-2011,15:11:56,7.0,6.6
AMOISRMB01MA5AONL,28-Jan-2011,07:11:59,28-Jan-2011,15:11:59,6.8,6.6
AMOISRMB01MA5AONL,28-Jan-2011,07:12:00,28-Jan-2011,15:12:00,6.8,6.6
AMOISRMB01MA5AONL,28-Jan-2011,07:25:11,28-Jan-2011,15:25:11,6.8,6.7
AMOISRMB01MA5AONL,28-Jan-2011,07:25:16,28-Jan-2011,15:25:16,6.9,6.7
AMOISRMB01MA5AONL,28-Jan-2011,07:25:16,28-Jan-2011,15:25:16,6.9,6.7
AMOISRMB01MA5AONL,28-Jan-2011,07:25:35,28-Jan-2011,15:25:35,6.9,6.8
AMOISRMB01MA5AONL,28-Jan-2011,07:25:35,28-Jan-2011,15:25:35,6.9,6.8
AMOISRMB01MA5AONL,28-Jan-2011,07:25:37,28-Jan-2011,15:25:37,7.0,6.8
AMOISRMB01MA5AONL,28-Jan-2011,07:25:37,28-Jan-2011,15:25:37,7.0,6.8
AMOISRMB01MA5AONL,30-Jan-2011,23:54:26,31-Jan-2011,07:54:26,4.6,4.4
AMOISRMB01MA5AONL,31-Jan-2011,03:40:50,31-Jan-2011,11:40:50,4.6,4.0
AMOISRMB01MA5AONL,31-Jan-2011,03:40:50,31-Jan-2011,11:40:50,4.6,4.0
AMOISRMB01MA5AONL,31-Jan-2011,03:40:53,31-Jan-2011,11:40:53,4.2,4.0
AMOISRMB01MA5AONL,31-Jan-2011,03:40:54,31-Jan-2011,11:40:54,4.2,4.0
AMOISRMB01MA5AONL,01-Feb-2011,00:12:15,01-Feb-2011,08:12:15,4.2,4.0
AMOISRMB01MA5AONL,01-Feb-2011,02:41:26,01-Feb-2011,10:41:26,3.4,3.2
AMOISRMB01MA5AONL,02-Feb-2011,05:52:40,02-Feb-2011,13:52:40,3.4,3.2
AMOISRMB01MA5AONL,09-Feb-2011,09:01:43,09-Feb-2011,17:01:43,3.4,3.34
AMOISRMB01MA5AONL,09-Feb-2011,09:01:43,09-Feb-2011,17:01:43,3.4,3.34
AMOISRMB01MA5AONL,09-Feb-2011,09:01:44,09-Feb-2011,17:01:44,3.54,3.34
AMOISRMB01MA5AONL,09-Feb-2011,09:01:44,09-Feb-2011,17:01:44,3.54,3.34
AMOISRMB01MA5AONL,11-Feb-2011,04:40:16,11-Feb-2011,12:40:16,2.95,2.75
AMOISRMB01MA5AONL,11-Feb-2011,04:46:26,11-Feb-2011,12:46:26,2.95,2.75
AMOISRMB01MA5AONL,11-Feb-2011,04:47:52,11-Feb-2011,12:47:52,2.95,2.75
AMOISRMB01MA5AONL,11-Feb-2011,04:58:15,11-Feb-2011,12:58:15,2.95,2.75
AMOISRMB01MA5AONL,11-Feb-2011,04:59:53,11-Feb-2011,12:59:53,2.95,2.75
AMOISRMB01MA5AONL,11-Feb-2011,05:58:28,11-Feb-2011,13:58:28,2.95,2.75
AMOISRMB01MA5AONL,14-Feb-2011,05:58:50,14-Feb-2011,13:58:50,2.95,2.6
AMOISRMB01MA5AONL,14-Feb-2011,05:58:53,14-Feb-2011,13:58:53,2.8,2.6
AMOISRMB01MA5AONL,15-Feb-2011,09:06:22,15-Feb-2011,17:06:22,2.8,2.61
AMOISRMB01MA5AONL,15-Feb-2011,09:06:22,15-Feb-2011,17:06:22,2.8,2.61
AMOISRMB01MA5AONL,15-Feb-2011,09:06:24,15-Feb-2011,17:06:24,2.8,2.6
AMOISRMB01MA5AONL,15-Feb-2011,09:06:24,15-Feb-2011,17:06:24,2.8,2.6
AMOISRMB01MA5AONL,15-Feb-2011,14:53:15,15-Feb-2011,22:53:15,2.8,2.6
AMOISRMB01MA5AONL,15-Feb-2011,14:53:15,15-Feb-2011,22:53:15,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,00:53:37,16-Feb-2011,08:53:37,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,00:53:37,16-Feb-2011,08:53:37,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,02:12:14,16-Feb-2011,10:12:14,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,02:12:14,16-Feb-2011,10:12:14,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,07:53:10,16-Feb-2011,15:53:10,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,07:53:10,16-Feb-2011,15:53:10,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,07:53:12,16-Feb-2011,15:53:12,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,07:53:12,16-Feb-2011,15:53:12,2.8,2.6
AMOISRMB01MA5AONL,16-Feb-2011,08:04:46,16-Feb-2011,16:04:46,2.8,2.4
AMOISRMB01MA5AONL,16-Feb-2011,08:04:46,16-Feb-2011,16:04:46,2.8,2.4
AMOISRMB01MA5AONL,16-Feb-2011,08:04:50,16-Feb-2011,16:04:50,2.7,2.4
AMOISRMB01MA5AONL,16-Feb-2011,08:04:50,16-Feb-2011,16:04:50,2.7,2.4
AMOISRMB01MA5AONL,16-Feb-2011,08:05:48,16-Feb-2011,16:05:48,2.6,2.4
AMOISRMB01MA5AONL,16-Feb-2011,08:05:48,16-Feb-2011,16:05:48,2.6,2.4
AMOISRMB01MA5AONL,16-Feb-2011,09:13:31,16-Feb-2011,17:13:31,2.6,2.4
AMOISRMB01MA5AONL,16-Feb-2011,09:13:31,16-Feb-2011,17:13:31,2.6,2.4
AMOISRMB01MA5AONL,17-Feb-2011,00:57:02,17-Feb-2011,08:57:02,2.6,2.41
AMOISRMB01MA5AONL,17-Feb-2011,00:57:02,17-Feb-2011,08:57:02,2.6,2.41
AMOISRMB01MA5AONL,17-Feb-2011,00:57:04,17-Feb-2011,08:57:04,2.61,2.41
AMOISRMB01MA5AONL,17-Feb-2011,00:57:04,17-Feb-2011,08:57:04,2.61,2.41
AMOISRMB01MA5AONL,17-Feb-2011,00:57:05,17-Feb-2011,08:57:05,2.61,2.4
AMOISRMB01MA5AONL,17-Feb-2011,00:57:05,17-Feb-2011,08:57:05,2.61,2.4
AMOISRMB01MA5AONL,17-Feb-2011,00:57:06,17-Feb-2011,08:57:06,2.6,2.4
AMOISRMB01MA5AONL,17-Feb-2011,00:57:06,17-Feb-2011,08:57:06,2.6,2.4
